uuid,openboxes,name_es,concept,packaging
2e2dc181-448d-48a4-a322-07c0b3a78599,,"FLUOXETINA, CLORHIDRATO DE DE 20 MG, CÁPSULA O TABLETA, ENVASE CON 14 CÁPSULAS O TABLETAS. - 14 CÁPSULAS O TABLETAS",CIEL:76553,
2300e06e-5734-4890-8c7e-77cc0b127c6f,,"FLUOXETINA, CLORHIDRATO DE DE 20 MG, CÁPSULA O TABLETA, ENVASE CON 28 CÁPSULAS O TABLETAS. - 28 CÁPSULAS O TABLETAS",CIEL:76553,
014420d7-2dcb-4de0-b9e2-d595f0f20ea8,,"FUMARATO FERROSO DE CADA TABLETA CONTIENE: FUMARATO FERROSO 200 MG EQUIVALENTE A 65.74 MG DE HIERRO ELEMENTAL, TABLETA, ENVASE CON 50 TABLETAS. - 50 TABLETAS",CIEL:76335,
4dbc1a2c-3fc4-45de-9791-e3c0fd792fac,,"FUMARATO FERROSO DE CADA ML CONTIENE: FUMARATO FERROSO 29 MG EQUIVALENTE A 9.53 MG DE HIERRO ELEMENTAL, SUSPENSIÓN ORAL, ENVASE CON 120 ML. - ENVASE CON 120 ML",CIEL:76335,
8b8dd804-1dad-4802-a98c-123156926607,,GLICERINA ENVASE CON 55 ML - ENVASE,CIEL:77073,
6c4bc9b4-5ee2-479e-8a65-b7b44e4f503e,,HIERRO DEXTRÁN SOLUCIÓN INYECTABLE - 100 MG/2 ML - 3 AMPOLLETAS CON 2 ML - ENVASE,CIEL:78230,
b2bf9a3f-4ec2-4b6e-8a53-1196d9ee56d1,,"INSULINA HUMANA ACCIÓN RÁPIDA REGULAR (ORIGEN ADN RECOMBINANTE ) DE 100 UI / ML, SOLUCIÓN INYECTABLE, ENVASE CON UN FRASCO ÁMPULA CON 5 ML. - UN FRASCO ÁMPULA CON 5 ML",CIEL:78082,
89a3def9-dd71-42b7-ac07-7512efc2e761,,"INSULINA HUMANA ACCIÓN RÁPIDA REGULAR (ORIGEN ADN RECOMBINANTE) DE 100 UI / ML, SOLUCIÓN INYECTABLE, ENVASE CON UN FRASCO ÁMPULA CON 10 ML. - UN FRASCO ÁMPULA CON 10 ML",CIEL:78082,
dc6095eb-a3ab-4517-9cf3-32a00fd1d2eb,,"INSULINA HUMANA ISÓFANA ACCIÓN INTERMEDIA NPH (ORIGEN ADN RECOMBINANTE ) DE 100 UI / ML, SUSPENSIÓN INYECTABLE, ENVASE CON UN FRASCO ÁMPULA CON 10 ML. - UN FRASCO ÁMPULA CON 10 ML",CIEL:78068,
7b0dda2d-d904-45eb-bb2a-aa1004d635b1,,"INSULINA ZINC ISÓFANA HUMANA ACCIÓN INTERMEDIA NPH (ORIGEN ADN RECOMBINANTE ) DE 100 UI / ML, SUSPENSIÓN INYECTABLE, ENVASE CON UN FRASCO ÁMPULA CON 5 ML. - UN FRASCO ÁMPULA CON 5 ",CIEL:78068,
acac70ca-83fd-4aeb-8e83-7a6a23b2cc2f,,IODOPOVIDONA ESPUMA. CADA 100 ML CONTIENEN: IODOPOVIDONA 8 G. EQUIVALENTE A 0.8 G DE YODO. - ENVASE CON 3.5 L.,CIEL:82384,
b6f77076-d4d7-4627-8161-efced3122c29,,"IODOPOVIDONA SOLUCION CADA 100 ML CONTIENEN IODOPOVIDONA 11 G., EQUIVALENTE A 1.1 G DE YODO. ENVASE CON 3.5 ML. - ENVASE CON 3.5 L",CIEL:82384,
650333de-10a1-41f9-987c-788335e8b10f,,JABON CON CLORHEXIDINA AL 4 % ANTISEPTICO DE AMPLIO ESPECTRO CON ACCION INTERMEDIA Y PROLONGADA PARA LAVADO DE MANOS INGREDIENTE ACTIVO AL 4 % P/V 946 ML PIEZA - PIEZA,CIEL:73265,
ea2f949a-6116-4026-96f7-0367e8d927ff,,JALEA LUBRICANTE. ASÉPTICA. - ENVASE CON 135 G,CIEL:162138,
5e8d5843-0901-44f2-8edd-d21fd0c7124c,,"LEVONORGESTREL Y ETINILESTRADIOL DE 0.15 MG/0.03 MG, GRAGEA, ENVASE CON 21 GRAGEAS. - 21 GRAGEAS",CIEL:162296,
ae36cc8d-f8d2-4310-af91-41b0137d2fe1,,"LEVONORGESTREL Y ETINILESTRADIOL DE 0.15 MG/0.03 MG, GRAGEA, ENVASE CON 28 GRAGEAS (21 CON HORMONALES Y 7 SIN HORMONALES). - 28 GRAGEAS (21 CON HORMONALES Y 7 SINHORMONALES)",CIEL:162296,
a3b45691-acd8-4b83-9c16-9597ff1486c1,,"LIDOCAÍNA, CLORHIDRATO DE, EPINEFRINA DE 1 G / (1:200000) / 0.25 MG, SOLUCIÓN INYECTABLE AL 2%, ENVASE CON 5 FRASCOS ÁMPULA CON 50 ML. - 5 FRASCOS ÁMPULA CON 50 ML",CIEL:104584,
66abca65-4466-43ce-8514-8ac4fba95c72,,"LIDOCAÍNA, CLORHIDRATO DE, EPINEFRINA DE 36 MG / (1:100000) / 0.018 MG, SOLUCIÓN INYECTABLE AL 2%, ENVASE CON 50 CARTUCHOS DENTALES CON 1.8 ML. - 50 CARTUCHOS DENTALES CON 1.8 ML",CIEL:104584,
76267ef2-4c3b-4be6-83e2-e23372997b90,,LOPERAMIDA TABLETA CADA COMPRIMIDO TABLETAS O GRAGEA CONTIENE: CLORHIDRATO DE LOPERAMIDA 2 MG. - ENVASE CON 12 TABLETAS.,CIEL:79038,
6b405f4f-377b-4544-a8d2-a7b04b54b9bb,,"LOPERAMIDA, CLORHIDRATO DE DE 2 MG, COMPRIMIDO, TABLETA O GRAGEA, ENVASE CON 12 COMPRIMIDOS, TABLETAS O GRAGEAS. - 12 COMPRIMIDOS, TABLETAS O GRAGEAS",CIEL:79038,
e44d7bf2-6fcf-4a7c-a545-38ae0f004ccc,,"METFORMINA, CLORHIDRATO DE DE 850 MG, TABLETA, ENVASE CON 30 TABLETAS. - 30 TABLETAS",CIEL:79652,
76a2d792-5940-46f9-a478-a077d64386f9,,"METOCLOPRAMIDA, CLORHIDRATO DE DE 4 MG/ML, SOLUCIÓN, ENVASE FRASCO GOTERO CON 20 ML. - FRASCO GOTERO CON 20 ML",CIEL:79757,
effc118b-b341-4b3f-8dcf-b08a132d4321,,"METOCLOPRAMIDA, CLORHIDRATO DE DE 10 MG, SOLUCIÓN INYECTABLE, ENVASE CON 6 AMPOLLETAS DE 2 ML. - 6 AMPOLLETAS CON 2 ML",CIEL:79757,
0342f878-d511-4929-9102-425247ef2fde,,"METOCLOPRAMIDA, CLORHIDRATO DE DE 10 MG, TABLETA, ENVASE CON 20 TABLETAS. - 20 TABLETAS",CIEL:79757,
5a095e52-cbb2-4fe3-834a-88409f512b74,,"METOPROLOL, TARTRATO DE DE 100 MG, TABLETA, ENVASE CON 20 TABLETAS. - 20 TABLETAS",CIEL:79767,
784e0746-92a5-4107-b2b2-9eab51b19eee,,MISOPROSTROL CADA TABLETA CONTIENE: MISOPROSTOL 200 µG ENVASE CON 28 COMPRIMIDOS - ENVASE CON 28 COMPRIMIDOS.,CIEL:79984,
165b3506-b6d1-4104-b8f0-0df3d99e0516,,"PERMETRINA DE 1 G/100 ML, SOLUCIÓN, ENVASE CON 110 ML. - ENVASE CON 110 ML",CIEL:81834,
1e014a85-a6a8-449c-9334-8bdd13691b6c,,"PREDNISONA (GT12) DE 5 MG, TABLETA, ENVASE CON 20 TABLETAS - 20 TABLETAS",CIEL:82453,
7786066b-49bc-489e-aea0-6e26ad3ab4dc,,"PREDNISONA DE 50 MG, TABLETA, ENVASE CON 20 TABLETAS. - 20 TABLETAS",CIEL:82453,
fe9b118e-e6e1-40c1-b44f-c7334bb78fe2,,"PRIMAQUINA, FOSFATO DE DE 15 MG, TABLETA, ENVASE CON 20 TABLETAS. - 20 TABLETAS",CIEL:82521,
18ced791-956c-40c7-82b3-2cda003d054b,,"PRIMAQUINA, FOSFATO DE DE 5 MG, TABLETA, ENVASE CON 20 TABLETAS. - 20 TABLETAS",CIEL:82521,
36c0bffc-273f-41bb-9f98-8a592983460d,,"PROPRANOLOL, CLORHIDRATO DE DE 10 MG, TABLETA, ENVASE CON 30 TABLETAS. - 30 TABLETAS",CIEL:82734,
ebffd43b-813f-48ca-b3c8-474448ca816b,,"PROPRANOLOL, CLORHIDRATO DE DE 40 MG, TABLETA, ENVASE CON 30 TABLETAS. - 30 TABLETAS",CIEL:82734,
73fda654-2b61-4ba4-a1af-4b0dae166bb7,,"RIFAMPICINA DE 100 MG / 5 ML, SUSPENSIÓN ORAL, ENVASE CON 120 ML Y DOSIFICADOR. - ENVASE CON 120 ML",CIEL:767,
0166919b-8aef-49be-b714-381c765ddc51,,"RIFAMPICINA DE 300 MG, CÁPSULA, COMPRIMIDO O TABLETA RECUBIERTA, ENVASE CON 1000 CÁPSULAS, COMPRIMIDOS O TABLETAS RECUBIERTAS. - 1 000 CÁPSULAS O COMPRIMIDOS O TABLETAS RECUBIERTAS",CIEL:767,
5a40efa5-ba70-4452-a93a-b4eb20e219d5,,"SUCEDÁNEO DE LECHE HUMANA DE TÉRMINO DE KCAL 509-528/100G, LÍPIDOS 25.80-28.90/100G, PROTEÍNAS 9.50-12.0/100G, HIDRATO DE CARBONO 55.20-57.90/100G, POLVO, ENVASE DE LATA CON 400 A ",CIEL:5254,
2a32d3fb-edbb-4346-ab20-a64dd600bb8c,,"TRIMETOPRIMA - SULFAMETOXAZOL DE 80 MG/400 MG, COMPRIMIDO O TABLETA, ENVASE CON 20 COMPRIMIDOS O TABLETAS. - 20 TABLETAS O COMPRIMIDOS",CIEL:105281,
38e6951d-6fca-4e3e-ad49-00d578362309,,"TRIMETOPRIMA - SULFAMETOXAZOL DE 40 MG/200 MG/5 ML, SUSPENSIÓN ORAL, ENVASE CON 120 ML Y DOSIFICADOR. - ENVASE CON 120 ML",CIEL:105281,
08963b2b-7d7b-4f20-ad78-3698cbe85340,,"TRINITRATO DE GLICERILO DE 0.8 MG, CÁPSULA O TABLETA MASTICABLE, ENVASE CON 24 CÁPSULAS O TABLETAS MASTICABLES. - 24 CÁPSULAS O TABLETAS",CIEL:80704,
6968d47c-5f7a-4035-beb1-65dec66e5632,,CIPROFLOXACINO/DEXAMETASONA SOLUCION OFTALMICA,CIEL:104425,
0d6ad10c-f70d-4a3a-9c5e-a169c268bbe4,,"DEXAMETASONA 0,5MG - 20 TABLETAS",CIEL:104425,
281854f8-4800-4f89-b9e9-8b352de061e3,,DEXAMETASONA INYECTABLE 4MG/ML - 2ML,CIEL:104425,
f6ce313f-4b63-4a86-82ca-6813d3440a09,,DEXAMETASONA/TOBRAMICINA OFTALMICA 3MG/ML,CIEL:104425,
22175fed-2c22-4837-bd32-0c426fc6dbec,,TOBRAMICINA/DEXAMETASONA UGUENTO OFTALMICO,CIEL:104425,
fc09ce8c-59d5-47fa-91cd-d5f594173c67,,TRIMETROPRIMA/SULFAMETOXAZOL 160MG/800MG - 14 TABLETAS,CIEL:105281,
0da89fae-9786-48a4-9f49-d7d9a17149b7,,TRIMETROPRIMA/SULFAMETOXAZOL 80MG/400MG - 20 TABLETAS,CIEL:105281,
2b43960a-b891-4d5a-bf1e-0b67850d37f6,,TRIMETROPRIMA/SULFAMETOXAZOL SUSPENCION 80 mg/400 mg/100 ml,CIEL:105281,
771ab120-7a72-46cf-9fb2-9aa77db54f40,,FORMULA ENFAMIL SIN LACTOSA PARA 6 - 12 MESES **ESPECIAL**,CIEL:5254,
d4c8f86e-65e8-4f6b-9e54-73850d2bdb53,,FORMULA LACTEA PARA NINO MAYOR DE 6 MESES **ESPECIAL**,CIEL:5254,
fc87517a-05f4-446a-815c-af020bd7706b,,FORMULA LACTEA PARA NINO MENOR DE 6 MESES **ESPECIAL**,CIEL:5254,
f9c64012-d491-43ef-b564-862ec8d80cfe,,FORMULA LACTEA PARA PREMATURO **ESPECIAL**,CIEL:5254,
17452fc6-ac00-4011-b551-44fc04e110d4,,ACICLOVIR 400MG - 35 TABLETAS,CIEL:70245,
e51c52a4-2e63-486d-aee6-92eb80dae44b,,AMIODARONA 200MG - 20 TABLETAS **ESPECIAL**,CIEL:71118,
37fde8d5-64f6-4ec3-b37d-3cca7af72612,,AMLODIPINO 5MG - 10 TABLETAS,CIEL:71138,
97d6f88d-3c0c-4bf6-993e-511bd4ad39c5,,CEFALEXINA 500MG - 12 TABLETAS,CIEL:73087,
b5c1a4f4-9e0a-401f-be02-1c74134fb643,,CLOPIDOGREL - Tableta ,CIEL:73602,
86648724-f4b6-4c15-91a4-98ed7c7b4c86,,DICLOFENACO 100MG - 20 TABLETAS,CIEL:74782,
f1045a90-8528-449d-a3c3-c88cc625ef8c,,DICLOFENACO GEL 1.16% - 60G,CIEL:74782,
363fb3c6-044e-4b0e-9ea4-77a1633862cd,,DICLOFENACO SOLUCION INYECTABLE 75MG - 1 AMPOLLA,CIEL:74782,
41209013-648d-4132-8394-1d41934912f6,,DIFENHIDRAMINA - Jarabe ,CIEL:75015,
159e1e58-c17b-4d1c-bca5-6632edb57015,,DIFENHIDRAMINA - Solución Inyectable ,CIEL:75015,
4defe3be-6d44-4511-8def-40737c7fbcd2,,DIFENHIDRAMINA 25MG - 30 CAPSULAS,CIEL:75015,
12511894-c640-4b49-8825-3f4eab31c680,,ENALAPRIL 10MG 30 TABLETAS,CIEL:75634,
52ecf568-fdf1-48dc-b971-bae51f46121c,,FENTANIL INYECTABLE - 1 AMPOLLA **ESPECIAL**,CIEL:76272,
6234d633-852a-4070-9974-ad12d4334dc1,,FUMARATO FERROSO 200MG - 50 TABLETAS,CIEL:76335,
059e2e1a-a43b-4e24-8729-be57f36eaed3,,FLUOXETINA 20MG - 28 TABLETAS,CIEL:76553,
a7d69ce3-8637-4f58-8704-3605d88ff247,,GABAPENTINA 300 MG - 15 CAPSULAS,CIEL:76750,
a4400b26-67cf-43e6-869f-8cfca5c07d6e,,GABAPENTINA 400 MG - 15 CAPSULAS,CIEL:76750,
56ac7428-1636-4523-88fa-24696a76c2b7,,HIDRALAZINA INYECTABLE 20MG/ML - 5 AMPOLLAS,CIEL:77676,
e11a2a22-4e69-432b-a995-34bc232fb550,,IPRATROPIO AEROSOL 20MCG - 200 DOSIS,CIEL:78200,
9167d260-4fd4-451e-b08b-1e0adfaea1d7,,SALBUTAMOL/BROMURO DE IPRATROPIO SOLUCION PARA NEBULIZAR,CIEL:78200,
75c771be-adeb-43f1-83c3-3b2ad859d069,,Complejo B (Sin HIERRO),CIEL:78230,
e02dfe51-0dc2-4cd1-bf10-761fab4a5875,,LACTULOSA 10G/15ML - 125ML,CIEL:78632,
ec458d09-5ddc-42f2-bd7c-f23866d655c1,,LEVOTIROXINA TABLETAS 100MCG - 100 TABLETAS **ESPECIAL**,CIEL:78809,
4ea79a76-2f2c-43ee-b01f-d2091fd0818a,,LEVOTIROXINA TABLETAS 125MCG - 100 TABLETAS **ESPECIAL**,CIEL:78809,
17c95270-7c31-4a69-a42f-237f9d762350,,LOPERAMIDA - Tableta ,CIEL:79038,
980aa40d-ca40-473c-8c10-2920010c0c95,,SULFATO DE MAGNESIO INYECTABLE 10% - 1 AMPOLLA **ESPECIAL**,CIEL:79247,
74720ecf-e346-4b77-b761-1744c6e115f4,,MESALAZINA 500MG TABLETAS **ESPECIAL**,CIEL:79616,
e2d0d6b0-5feb-4107-8bfd-6c5c68348f57,,MESALAZINA SUPOSITORIOS 250MG **ESPECIAL**,CIEL:79616,
f7c0ca32-6888-444a-a961-81aca118532a,,MESALAZINA SUPOSITORIOS 500MG **ESPECIAL**,CIEL:79616,
ba9793cc-3956-41d6-ab61-08716c94c37b,,METFORMINA 850MG - 30 TABLETAS,CIEL:79652,
092c8b98-7bf0-4867-94de-3b02f56ced89,,METOTREXATO 2.5MG - 50 TABLETAS **ESPECIAL**,CIEL:79700,
67b0a163-117a-4f9f-96f4-8e28f7249b20,,METOCLOPRAMIDA - Tableta ,CIEL:79757,
16ded456-66a1-4cd1-a926-64caa06957e7,,METOCLOPRAMIDA INYECTABLE 10MG/2ML - 2ML,CIEL:79757,
ae642adb-4e19-407f-92c0-38001e98ebf9,,METOCLOPRAMIDA SUSPENCION 400MG - 20 ML,CIEL:79757,
87e4d11b-96e3-4681-81fd-487e9c6574fd,,METOPROLOL 100 MG - 50 TABLETAS,CIEL:79767,
7a4bc96f-d674-4105-a669-a817037d5bd5,,MISOPROSTOL 200 MCG - 28 TABLETAS,CIEL:79984,
c07dea82-92a9-4586-9aaa-107dbbe4fdd2,,MONTELUKAST 10MG - 20 TABLETAS,CIEL:80092,
bb24cef2-d82f-48eb-8892-34744927e115,,MONTELUKAST 4MG - TABLETAS MASTICABLES,CIEL:80092,
e6ff9301-a74e-4d69-ab58-c88cb4620b2f,,MORFINA 30MG - 100 PASTILLAS **ESPECIAL**,CIEL:80107,
addfdb63-133b-4276-a467-c020dbd9a74b,,NITROGLICERINA 5MG TABLETAS SUBLINGUAS **ESPECIAL**,CIEL:80704,
f51d4139-1318-4dea-9b4c-28bee04baf78,,"CLORURO DE SODIO INYECTABLE 1,7G/10ML",CIEL:80804,
cff2d41b-7543-4adf-be1f-7c75a174d6c7,,OXITOCINA INYECTABLE - 1 AMPOLLA,CIEL:81369,
d5582112-cec1-41f2-ba4e-4a3eef6735e5,,PERMETRINA SHAMPOO 1 % (SHAMPOO PARA PIOJOS),CIEL:81834,
72840aff-2e89-4c07-8f33-8f99293cc80b,,FENITOINA 100MG 50 TABLETAS,CIEL:82024,
41ace99c-e374-4182-a434-57b275cf3392,,FENITOINA SUSPENCION 0.750G/100ML 150 ML,CIEL:82024,
28373af5-9728-4624-af4c-aa68df95bf15,,PRAVASTATINA - Tableta ,CIEL:82411,
d3e7c9ef-1f62-43b2-a8e8-2770ce08a3ee,,PREDNISONA 50MG 20 TABLETAS,CIEL:82453,
8190b094-62d6-4a72-8237-8e689a1e7afc,,PREDNISONA 5MG 20 TABLETAS,CIEL:82453,
08f8740a-c6f7-4585-8398-60d7ceedb0cc,,PROMETAZINA **ESPECIAL**,CIEL:82670,
39677ce5-0b7d-438a-a3fd-fec38009fe3f,,PROPRANOLOL 40MG - 30 TABLETAS,CIEL:82734,
e106c261-e7f8-4148-9d3a-c73e4e447ea7,,RISPERIDONA 1MG 20 TABLETAS,CIEL:83405,
1ff1e53b-4e10-4d43-b9cc-b3c08e6838d9,,RISPERIDONA 2MG 40 TABLETAS,CIEL:83405,
76e4ef41-6a09-4ac8-b52f-29da155f9df0,,SIMVASTATINA 10MG - TABLETAS,CIEL:83936,
85230d2d-9c79-4a02-bce7-b561325aad6b,,TRAMADOL - Capsulas ,CIEL:85276,
1c26377a-fd51-420c-9ce0-46f28b581981,,TRAMADOL INYECTABLE 50MG/ML 5 AMPOLLAS DE 2ML,CIEL:85276,
