UUID,Nav code,Nom du Produit,Concept mapping,"Dosage Form (Tablet, etc)"
9cfb1288-2db4-4ca6-b3f8-da4d85058e42,10739,"Hyoscine butylbromide, Solution for injection, 20mg/mL, 1mL ampoule",PIH:431,
49f646b5-c9a3-47e7-9fc2-bb187673b838,10534,"Ibuprofen, Oral solution, 20mg/mL, 100mL bottle",PIH:912,
c6a8fdfc-fce4-11e9-8f0b-362b9e155667,12367,"Ibuprofen, 200mg tablet",PIH:912,
36e09631-e6d8-41c9-92d2-c945750a39b9,10282,"Ibuprofen, 400mg tablet",PIH:912,
c6a8ff3c-fce4-11e9-8f0b-362b9e155667,12402,"Ivermectin, 3mg tablet",CIEL:78342,
aa455dc6-7e45-4859-82e6-4392407b2dc2,10327,"Lactulose, Oral solution, 0.67g/mL, 500mL bottle",CIEL:78632,
a275302c-b767-4d1a-96c0-e8350a968060,12690,"Levonorgestrel, 30 microgram tablet",PIH:1718,
3ca1fb3f-02e6-465d-86d9-b016ee30207b,10876,"Levonorgestrel, 750 microgram tablet",PIH:1718,
f1bb371a-c172-4bd1-b734-a36c801697df,11339,"Levonorgestrel 150 microgram + Ethinylestradiol 30 microgram + Ferrous fumarate 75mg, tablet",CIEL:162296,
e87f6cb0-de6f-4658-9ba1-246b8f9b79fa,11417,"Lidocaine hydrochloride, Preservative free solution for injection, 1% (10mg/mL), 20mL vial",CIEL:78850,
c6a90068-fce4-11e9-8f0b-362b9e155667,12512,"Lidocaine hydrochloride, Solution for injection, 2%, 50mL vial (With preservative)",CIEL:78850,
4534a926-8dc4-440b-bdf9-f9e96d282a28,10053,"Lisinopril, 20mg tablet",PIH:3183,
0bb5dfe8-8a9e-4253-893a-7cb12b6314d6,11048,"Lubricant jelly, Sterile, 5 gram packet",CIEL:162138,
219685e2-dcb1-48f8-b4ff-1d19325ce097,10004,"Aluminium hydroxide 120mg + magnesium hydroxide 250mg, tablet",PIH:314,
c6a9018a-fce4-11e9-8f0b-362b9e155667,11868,"Medroxyprogesterone acetate, Suspension for depot injection, 150mg/mL, 1mL vial",PIH:907,
afd2cd78-4dc6-4e91-ac9f-51b9e094e34a,11144,"Metformin hydrochloride, 500mg tablet",CIEL:79652,
1db5bfe6-73f8-4845-8875-bfca42dedbd9,11722,"Metoclopramide hydrochloride, Solution for injection, 5mg/mL, 2mL ampoule",CIEL:79757,
aed7a629-8b95-4942-b665-b35f42abe55d,10531,"Metronidazole, 250mg tablet",PIH:237,
c6a9090a-fce4-11e9-8f0b-362b9e155667,12331,"Metronidazole benzoate, Oral suspension, 40mg/mL, 100mL bottle",PIH:237,
0829ce7d-35d8-4ffb-b9ba-dbac2f4494c0,10779,"Metronidazole, Solution for infusion, 5mg/mL, 100mL plastic bottle",PIH:237,
e0389253-0b50-4344-8c11-02d8f4968b8f,11840,"Miconazole nitrate, Skin cream, 2%, 30 gram tube",PIH:918,
c6a90a72-fce4-11e9-8f0b-362b9e155667,11574,"Infant formula, 0-6 months, Powder, 400 gram tin",CIEL:5254,
d61b9eb8-77ac-4949-9c47-2e14cabeaf9d,10314,"Misoprostol, 200 microgram tablet",CIEL:79984,
289217bb-143f-4a0c-aafa-b64f9de8bcac,10497,"Multivitamin, Coated tablet",PIH:461,
f75e1e93-b1be-11e3-a5e2-0800200c9a66,10668,"Nifedipine, 10mg tablet",PIH:250,
f1ea0247-cba8-40d3-b36b-2c63314ba775,10665,"Nystatin, 100,00 IU vaginal tablet",PIH:919,
cb6d3cfb-4d14-4473-af64-88a69bc09a43,10454,"Omeprazole, 20mg capsule of enteric coated granules",PIH:1244,
c6a90bb2-fce4-11e9-8f0b-362b9e155667,10043,"Omeprazole sodium, Powder for solution for infusion, 40mg vial with solvent",PIH:1244,
2756c28d-aa30-4b9b-a3a0-6ec310790ecf,10361,"Ondansetron hydrochloride, 4mg film coated tablet",PIH:7663,
1c67f8f0-531c-418d-94b6-391db8d8bdde,11803,"Oral Rehydration Salts (ORS), Low osmolarity, 20.5 grams (for 1 liter) sachet",PIH:351,
599d41db-2106-418d-b906-10df84ab63d3,10336,"Oxytocin, Solution for injection, 10 IU/mL, 1mL ampoule",CIEL:81369,
c6a90cf2-fce4-11e9-8f0b-362b9e155667,12288,"Paracetamol, 100mg tablet",PIH:89,
c8c2ee30-a0da-4205-acd2-6d0c8599d054,11226,"Paracetamol, Oral solution, 120mg/5mL, 100mL bottle",PIH:89,
344fea71-ef04-47f8-86f2-0d3937ac4a32,10521,"Paracetamol, 500mg tablet",PIH:89,
c6a90e1e-fce4-11e9-8f0b-362b9e155667,19094,"Paracetamol, 250mg dispersible tablet",PIH:89,
c6a90f40-fce4-11e9-8f0b-362b9e155667,14657,"Phenobarbital, 30mg tablet",CIEL:81953,
c6a9106c-fce4-11e9-8f0b-362b9e155667,12344,"Praziquantel, 600mg film coated tablet",CIEL:82416,
d3c6ca69-ce10-406f-961a-de6df6f7e0f8,11550,"Promethazine hydrochloride, 25mg coated tablet",CIEL:82670,
34dd5905-c28d-4cf8-8ebe-0b83e5093e17,11438,"Promethazine hydrochloride, Oral solution, 1mg/mL, 100mL bottle",CIEL:82670,
d8297181-0a3f-48fc-89c5-cc283e5a8d42,10351,"Promethazine hydrochloride, Solution for injection, 25mg/mL, 2mL ampoule",CIEL:82670,
c6a91814-fce4-11e9-8f0b-362b9e155667,10848,"Quinine di-hydrochloride, Solution for injection, 300mg/mL, 2mL ampoule",CIEL:83026,
c6a91a12-fce4-11e9-8f0b-362b9e155667,12362,"Quinine sulfate, 300mg tablet",CIEL:83028,
477cbb97-2ea4-4fde-b32f-e6a3dd668c2b,10085,"Ranitidine hydrochloride, Solution for injection, 25mg/mL, 2mL ampoule",CIEL:83077,
c6a91b66-fce4-11e9-8f0b-362b9e155667,12154,"Ranitidine, 300mg film coated tablet",PIH:923,
5d455293-ce1d-4ad6-8598-0da4b4e15690,10936,"Ringer lactate, Intravenous infusion 1000mL nipple head bottle, PVC free",PIH:7873,
d4b61b57-8de2-4bf1-b402-847bbf67d2c0,11276,"Ringer lactate, Intravenous infusion 500mL nipple head bottle, PVC free",PIH:7873,
d3cb471e-1f40-11e5-b5f7-727283247c7f,10176,"Salbutamol, 4mg tablet",PIH:798,
69b1ea41-3165-4595-b1a7-07e89229955b,11224,"Sodium bicarbonate, Solution for injection, 8.4% (1mmol/mL), 20mL ampoule",CIEL:80804,
30ee6a08-9440-4f7e-a1e7-39219d9e9b25,11028,"Sodium chloride, 0.9% Intravenous infusion, 500mL nipple head bottle. PVC free",CIEL:80804,
82f3e5d8-0701-4948-a511-7d6f932dc9e6,11178,"Spironolactone, 25mg tablet",PIH:4061,
c6a91cc4-fce4-11e9-8f0b-362b9e155667,12139,"Sulfadoxine (S) 500mg + Pyrimethamine (P) 25mg tablet",CIEL:924,
d9333e11-4b28-41fe-93c5-44e624ef1b2c,10352,"Tetracycline hydrochloride, Eye ointment, 1%, 5 gram tube",CIEL:84889,
48bad836-e456-40db-be79-769e2798b23e,11121,"Tramadol hydrochloride, 50mg capsule",CIEL:85276,
ae7b2889-8094-49a8-82b5-3b70d351b81d,12360,"Vitamin A (Retinol), 200,000 IU soft gel capsule",PIH:4063,
424d2f86-835f-473a-9d2e-b74b16734db7,10034,"Vitamin B Compound, tablet",PIH:329,
75d33db4-bf26-4647-98e1-62bc99da223a,11829,"Phytomenadione (Vitamin K1), Solution for injection, 10mg/mL, 1mL ampoule",CIEL:86353,
f4eadb59-49ee-40b9-b40a-6578f9ff89bb,10996,"Zinc oxide, Skin ointment, 10%, 100 gram tube",PIH:4064,
d3cb4912-1f40-11e5-b5f7-727283247c7f,11433,"Zinc sulfate monohydrate, 54.9mg (Elemental zinc 20mg), dispersible tablet",CIEL:86688,
69b1ea41-3165-4595-b1a7-07e89229955b,10064,"Sodium chloride, 0.9% Intravenous infusion, 1000mL nipple head bottle",CIEL:80804,
4eb3c71f-b716-4f01-beb7-394cebd6c191,10764,"Phenobarbital, Solution for injection, 100mg/mL, 2mL ampoule",CIEL:81953,
6d71d2a5-071f-4530-b899-bdeba96ada09,11393,"Water for injection, 10mL plastic ampoule",CIEL:84323,
23f2d94b-3072-4e86-b737-d5ccded81bc0,11724,"Haloperidol, 5mg tablet",PIH:4047,
c6a91df0-fce4-11e9-8f0b-362b9e155667,12209,"Dextrose 5% in Sodium chloride 0.9%, Intravenous infusion, 1000mL nipple head bottle",CIEL:162857,
c6a92688-fce4-11e9-8f0b-362b9e155667,12308,"Phytomenadione (Vitamin K1), Solution for OILY injection, 1mg/mL, 1mL ampoule",CIEL:86353,
c6a92822-fce4-11e9-8f0b-362b9e155667,12424,"Peanut paste, F-100, added iron, 500Kcal, 92g packet (Plumpy' Nut)",CIEL:163394,
c6a92fe8-fce4-11e9-8f0b-362b9e155667,12707,"Vaccine, Tetanus toxoid, 0.5mL monodose vial",CIEL:84879,
f75e1e95-b1be-11e3-a5e2-0800200c9a66,11853,"Intra uterine device (I.U.D.), Copper, TCU 380 A",PIH:5275,
c6a93150-fce4-11e9-8f0b-362b9e155667,10080,"Levonorgestrel (Jadelle), Subdermal implant, 2 x 75 mg implants in sterile pouch + trocar.",CIEL:78796,
c6a9327c-fce4-11e9-8f0b-362b9e155667,17879,"Levonorgestrel, 1.5mg tablet",CIEL:78796,
78faa9b8-dfbe-11e9-8a34-2a2ae2dbcce4,14074,"Abacavir (ABC) sulfate 60mg + Lamivudine (3TC) 30mg, tablet for oral suspension",CIEL:103166,
78f9712e-dfbe-11e9-8a34-2a2ae2dbcce4,10924,"Abacavir sulfate (ABC) 600mg + Lamivudine (3TC) 300mg tablet",CIEL:103166,
78f95d38-dfbe-11e9-8a34-2a2ae2dbcce4,10105,"Atazanavir sulfate (ATV) 300mg + Ritonavir (r) 100mg tablet",CIEL:159809,
78f97b9c-dfbe-11e9-8a34-2a2ae2dbcce4,11615,"Efavirenz (EFV), 200mg tablet",CIEL:75523,
78f96210-dfbe-11e9-8a34-2a2ae2dbcce4,10288,"Efavirenz (EFV), 600mg tablet",CIEL:75523,
78f9739a-dfbe-11e9-8a34-2a2ae2dbcce4,11282,"Lamivudine (3TC) 150mg + Nevirapine (NVP) 200mg + Zidovudine (AZT) 300mg tablet",CIEL:1652,
78f968e6-dfbe-11e9-8a34-2a2ae2dbcce4,10689,"Lamivudine (3TC) 150mg + Zidovudine (AZT) 300mg tablet",CIEL:630,
78f97cfa-dfbe-11e9-8a34-2a2ae2dbcce4,11737,"Lamivudine (3TC) 30mg + Nevirapine (NVP) 50mg + Zidovudine (AZT) 60mg dispersible tablet",CIEL:1652,
78f95fa4-dfbe-11e9-8a34-2a2ae2dbcce4,10238,"Lamivudine (3TC) 30mg + Zidovudine (AZT) 60mg tablet",CIEL:630,
78f976c4-dfbe-11e9-8a34-2a2ae2dbcce4,11369,"Lopinavir (LPV) 100mg + Ritonavir (r) 25mg tablet",CIEL:794,
78f95e78-dfbe-11e9-8a34-2a2ae2dbcce4,10161,"Lopinavir (LPV) 200mg + Ritonavir (r) 50mg tablet",CIEL:794,
78faa710-dfbe-11e9-8a34-2a2ae2dbcce4,11940,"Lopinavir (LPV) 80mg/mL + Ritonavir (r) 20mg/mL, Oral suspension, 160mL bottle",CIEL:794,
78f96526-dfbe-11e9-8a34-2a2ae2dbcce4,10408,"Nevirapine (NVP), 50mg dispersible tablet",CIEL:80586,
c6a933a8-fce4-11e9-8f0b-362b9e155667,19213,"Nevirapine (NVP), Oral suspension, 100mL bottle",CIEL:80586,
c6a934d4-fce4-11e9-8f0b-362b9e155667,12193,"Ritonavir (r), 100mg tablet",CIEL:83412,
78f96fda-dfbe-11e9-8a34-2a2ae2dbcce4,10856,"Tenofovir disoproxil fumarate (TDF) 300mg + Lamivudine (3TC) 300mg + Efavirenz (EFV) 600mg tablet",CIEL:164505,
c6a93772-fce4-11e9-8f0b-362b9e155667,20788,"Artemether (A) 20mg + lumefantrine (L) 120mg tablet, 6 blisters of 1 dispersible tablet (5 to <15kg)",CIEL:1447,
c6a93948-fce4-11e9-8f0b-362b9e155667,12283,"Artemether (A) 20mg + lumefantrine (L) 120mg tablet, Pack of 6 blisters of 3 tablet (25-35Kg)",CIEL:1447,
c6a94230-fce4-11e9-8f0b-362b9e155667,12347,"Artemether (A) 20mg + lumefantrine (L) 120mg tablet, Pack of 6 blisters of 4 tablets (Adult, >35kg)",CIEL:1447,
c6a943d4-fce4-11e9-8f0b-362b9e155667,12287,"Artemether (A) 20mg + lumefantrine (L) 120mg tablet,Pack of 6 blisters of 2 disp tablets (15-25kg)",CIEL:1447,
c6a9450a-fce4-11e9-8f0b-362b9e155667,12152,"Artesunate, 60mg powder for reconstitution, with 5mL sodium chloride and 1mL sodium bicarbonate 5%",CIEL:71561,
e47fa273-0c52-4f0f-b57b-34001a3e9677,11091,"Isoniazid (H), 100mg tablet",PIH:656,
849218ee-901c-46b3-80f9-7c808132893b,11115,"Isoniazid (H), 300mg tablet",PIH:656,
2ffe3312-87d5-4170-8194-62834b03b55b,11668,"Rifampicin (R) 150mg + Isoniazid (H) 75mg + Ethambutol (E) 275mg tablet",PIH:1614,
79bc3e4f-55dd-46b5-87d9-7f5f6693adf2,11208,"Rifampicin (R) 150mg + Isoniazid (H) 75mg + Pyrazinamide (Z) 400mg + Ethambutol (E) 275mg tablet",PIH:1131,
85a6e834-0d60-48d1-8847-c42d2e16e57e,11856,"Rifampicin (R) 150mg + Isoniazid (H) 75mg tablet",PIH:1194,
c6a94640-fce4-11e9-8f0b-362b9e155667,12825,"Rifampicin (R) 60mg + Isoniazid (H) 30mg + Pyrazinamide (Z) 150mg tablet",PIH:768,
6dcb48b9-968a-413d-a15a-ebb4fc3a71da,11869,"Rifampicin (R) 60mg + Isoniazid (H) 30mg tablet",PIH:1194,
c6a94776-fce4-11e9-8f0b-362b9e155667,18228,"Rifampicin (R) 75mg + Isoniazid (H) 50mg + Pyrazinamide (Z) 150mg tablet",PIH:768,
c6a948ac-fce4-11e9-8f0b-362b9e155667,12523,"Rifampicin (R) 75mg + Isoniazid (H) 50mg, Tablet",PIH:1194,
c6a949e2-fce4-11e9-8f0b-362b9e155667,11806,"Streptomycin sulfate, Powder for solution for injection, 1gram vial",CIEL:84361,
c6a951d0-fce4-11e9-8f0b-362b9e155667,20988,"Levonorgestrel 150 microgram + Ethinylestradiol 30 microgram, tablet",CIEL:104625,
